DateComtd,DayComtd,TimeComtd,Barangay,X,Y,CrimeType,CrimeCategory,Classification,CaseStat,Solved,Cleared,"Place of Occurrence"
23/02/2020,Sunday,10:40:00,"Poblacion No. 3 (Barangay 3)",123.305954,9.305125,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
24/02/2020,Monday,12:30:00,Bagacay,123.296211,9.299789,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn"
24/02/2020,Monday,12:30:00,Bagacay,123.296211,9.299789,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn"
24/02/2020,Monday,6:30:00,Batinguel,123.279694,9.310609,"NON-INDEX CRIME",HOMICIDE,"Homicide TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
25/02/2020,Tuesday,1:00:00,Taclobo,123.301918,9.303516,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/02/2020,Tuesday,3:38:00,Taclobo,123.300186,9.310244,"INDEX CRIME",THEFT,Salisi,"Filed in Pros / Court",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
25/02/2020,Tuesday,7:50:00,Bantayan,123.297844,9.326194,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
25/02/2020,Tuesday,12:30:00,Candau-ay,123.256195,9.313807,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
25/02/2020,Tuesday,16:09:00,Candau-ay,123.264572,9.312145,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/02/2020,Tuesday,16:09:00,Candau-ay,123.264572,9.312145,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/02/2020,Tuesday,18:00:00,Calindagan,123.308968,9.299561,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/02/2020,Tuesday,18:00:00,Calindagan,123.308968,9.299561,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/02/2020,Wednesday,1:07:00,Camanjac,123.271667,9.324267,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/02/2020,Wednesday,1:07:00,Camanjac,123.271667,9.324267,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/02/2020,Wednesday,5:45:00,"Poblacion No. 8 (Barangay 8)",123.302185,9.304384,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
25/02/2020,Tuesday,19:10:00,Taclobo,123.304771,9.308196,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
26/02/2020,Wednesday,17:30:00,Looc,123.309196,9.314717,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/02/2020,Thursday,1:00:00,Looc,123.311943,9.316147,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/02/2020,Thursday,7:30:00,Taclobo,123.296989,9.30648,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/02/2020,Thursday,10:40:00,Bagacay,123.297005,9.304829,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/02/2020,Thursday,12:30:00,Calindagan,123.308968,9.300313,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/02/2020,Thursday,12:30:00,Calindagan,123.308968,9.300313,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/02/2020,Thursday,14:15:00,Calindagan,123.308968,9.300165,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/02/2020,Thursday,14:35:00,Calindagan,123.310104,9.299598,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/02/2020,Thursday,0:56:00,Candau-ay,123.264893,9.312526,"INDEX CRIME",THEFT,Salisi,"Filed in Pros / Court",No,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
28/02/2020,Friday,14:20:00,Taclobo,123.300812,9.311451,"NON-INDEX CRIME",OTHERNONINDEX,"Attempted Murder","Filed in Pros / Court",Yes,Yes,"Provincial Jail"
28/02/2020,Friday,19:25:00,Daro,123.302155,9.315697,"INDEX CRIME",THEFT,"Shop Lifting","Filed in Pros / Court",No,Yes,"(Commercial-Business Establishments) - Malls"
28/02/2020,Friday,21:45:00,"Poblacion No. 1 (Barangay 1)",123.31015,9.300122,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
29/02/2020,Saturday,12:00:00,Bagacay,123.297813,9.300747,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn"
29/02/2020,Saturday,12:00:00,Bagacay,123.297813,9.300747,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn"
29/02/2020,Saturday,1:35:00,Talay,123.263809,9.289497,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/02/2020,Saturday,3:40:00,Daro,123.302391,9.315586,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/02/2020,Saturday,10:30:00,Tabuctubig,123.30407,9.301017,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
29/02/2020,Saturday,15:00:00,Bagacay,123.288811,9.298434,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-02,Monday,22:45:00,Pulantubig,123.302071,9.312854,"NON-INDEX CRIME",OTHERNONINDEX,"Acts of Lasciviousness","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-02,Tuesday,19:00:00,Piapi,123.303291,9.321334,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/02/2020,Thursday,0:30:00,Talay,123.276108,9.286935,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/02/2020,Sunday,17:20:00,Daro,123.301361,9.320249,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
31/01/2020,Friday,15:00:00,Banilad,123.293343,9.279883,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2019-12-11,Tuesday,21:00:00,Talay,123.276108,9.286935,"INDEX CRIME",RAPE,"RAPE (Art 335 RPC / RA 8353)",Referred,Yes,Yes,"(Inside Residences) - Public Residential Area"
18/01/2020,Saturday,18:10:00,Banilad,123.292755,9.273467,"INDEX CRIME",THEFT,"Qualified Theft","Filed in Pros / Court",No,Yes,"(Commercial-Business Establishments) - Office "
2020-01-03,Sunday,4:50:00,Daro,123.299957,9.318423,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-03,Sunday,3:00:00,Daro,123.292358,9.318296,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-03,Sunday,3:00:00,Daro,123.292358,9.318296,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-03,Sunday,7:15:00,"Poblacion No. 8 (Barangay 8)",123.30542,9.305623,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-01-03,Sunday,12:40:00,Looc,123.311516,9.315654,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-03,Sunday,13:25:00,Looc,123.31144,9.315003,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-03,Sunday,1:45:00,Mangnao-Canal,123.299088,9.293711,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-03,Sunday,17:30:00,Bagacay,123.296906,9.300686,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-03,Sunday,17:30:00,Bagacay,123.296898,9.300665,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - Restaurant /Fastfood Chain/Eatery"
2020-01-03,Sunday,17:30:00,Bagacay,123.294273,9.300332,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Restaurant /Fastfood Chain/Eatery"
2020-01-03,Sunday,18:00:00,Daro,123.303474,9.314315,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-02-03,Monday,9:00:00,Junob,123.276718,9.291149,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-03,Sunday,23:20:00,Looc,123.309708,9.313595,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-03,Monday,19:11:00,Daro,123.307938,9.304662,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-03,Monday,19:11:00,Daro,123.307938,9.304662,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-03,Monday,18:05:00,"Poblacion No. 3 (Barangay 3)",123.309128,9.304702,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-03,Tuesday,11:00:00,Cantil-e,123.271584,9.283377,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-04-03,Wednesday,21:15:00,Junob,123.285202,9.301843,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-04-03,Wednesday,17:00:00,"Poblacion No. 7 (Barangay 7)",123.304573,9.30674,"INDEX CRIME",THEFT,Bags/Wallets/Purse,"Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Hospital / Clinic"
2020-05-03,Thursday,11:35:00,Junob,123.275932,9.293351,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-05-03,Thursday,2:00:00,Bantayan,123.30117,9.325916,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn"
2020-05-03,Thursday,7:00:00,Cantil-e,123.272995,9.284023,"NON-INDEX CRIME",SPECIALLAWS,"BP Blg 6 (ILL POSS'N OF BLADED WEAPON)","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Office "
2020-03-03,Tuesday,23:20:00,Mangnao-Canal,123.301949,9.292526,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-03,Tuesday,23:20:00,Mangnao-Canal,123.301949,9.292526,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-03,Thursday,16:04:00,"Poblacion No. 8 (Barangay 8)",123.304314,9.302393,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-03,Thursday,16:04:00,"Poblacion No. 8 (Barangay 8)",123.304314,9.302393,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-03,Friday,19:30:00,Calindagan,123.306786,9.300035,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-06-03,Friday,19:30:00,Calindagan,123.306786,9.300035,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store"
2020-07-03,Saturday,11:00:00,"Poblacion No. 2 (Barangay 2)",123.305763,9.303537,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-07-03,Saturday,14:50:00,Calindagan,123.307564,9.298116,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-03,Saturday,15:20:00,Calindagan,123.30761,9.298005,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-03,Saturday,15:40:00,"Poblacion No. 3 (Barangay 3)",123.307587,9.309233,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-03,Sunday,6:15:00,Tabuctubig,123.304047,9.300954,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-03,Sunday,9:30:00,Tabuctubig,123.303658,9.300318,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-03,Sunday,12:25:00,Talay,123.257721,9.287464,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-03,Sunday,0:30:00,Piapi,123.311623,9.323775,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Bar/Disco"
2020-08-03,Sunday,11:20:00,Looc,123.311256,9.315496,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-08-03,Sunday,17:05:00,Looc,123.311386,9.315564,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-03,Monday,0:00:00,Bagacay,123.296906,9.300686,"INDEX CRIME",THEFT,Salisi,"Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-03,Monday,2:30:00,"Poblacion No. 3 (Barangay 3)",123.307648,9.306756,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-03,Monday,15:40:00,Candau-ay,123.263275,9.313023,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-03,Monday,18:00:00,"Poblacion No. 7 (Barangay 7)",123.304718,9.310032,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-03,Tuesday,0:22:00,"Poblacion No. 1 (Barangay 1)",123.310211,9.301006,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-03,Tuesday,0:22:00,"Poblacion No. 1 (Barangay 1)",123.310211,9.301006,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-03,Tuesday,11:15:00,Taclobo,123.295654,9.308492,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-03,Tuesday,16:10:00,"Poblacion No. 2 (Barangay 2)",123.306778,9.302611,"NON-INDEX CRIME",SPECIALLAWS,"BP Blg 6 (ILL POSS'N OF BLADED WEAPON)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-03,Wednesday,9:18:00,Talay,123.261932,9.29441,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-03,Wednesday,9:18:00,Talay,123.261932,9.29441,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-03,Wednesday,7:15:00,"Poblacion No. 3 (Barangay 3)",123.307648,9.306756,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-03,Wednesday,17:00:00,Piapi,123.303444,9.320943,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-03,Wednesday,16:15:00,Calindagan,123.304085,9.298952,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-03,Wednesday,16:15:00,Taclobo,123.300385,9.310128,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-03,Wednesday,16:15:00,Taclobo,123.300385,9.310128,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-03,Wednesday,22:00:00,Bagacay,123.295052,9.300159,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/03/2020,Friday,1:50:00,"Poblacion No. 8 (Barangay 8)",123.304245,9.302362,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-03,Wednesday,20:00:00,Cantil-e,123.263016,9.280751,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-03,Wednesday,20:32:00,Bantayan,123.304901,9.320773,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
13/03/2020,Friday,9:50:00,Taclobo,123.296173,9.307687,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-03,Monday,12:50:00,Piapi,123.305801,9.321133,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
13/03/2020,Friday,14:50:00,Piapi,123.312523,9.320794,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
13/03/2020,Friday,13:30:00,Bagacay,123.291618,9.297872,"INDEX CRIME",THEFT,Sungkit,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
13/03/2020,Friday,21:00:00,Bagacay,123.289528,9.299011,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"Unihabited Place"
14/03/2020,Saturday,0:10:00,"Poblacion No. 2 (Barangay 2)",123.307198,9.303717,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/03/2020,Saturday,6:00:00,Looc,123.311836,9.316279,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/03/2020,Saturday,17:15:00,Motong,123.290527,9.317322,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/03/2020,Saturday,19:30:00,Taclobo,123.300568,9.30468,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/03/2020,Saturday,10:40:00,Calindagan,123.308479,9.29999,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/03/2020,Saturday,10:50:00,Calindagan,123.308823,9.300255,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/03/2020,Saturday,11:00:00,Calindagan,123.308517,9.300382,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/03/2020,Saturday,16:50:00,Taclobo,123.300797,9.308635,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
14/03/2020,Saturday,23:00:00,Cadawinonan,123.271347,9.305009,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/03/2020,Sunday,7:30:00,Candau-ay,123.262329,9.314643,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/03/2020,Sunday,10:50:00,Camanjac,123.275787,9.323838,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
15/03/2020,Sunday,13:50:00,Looc,123.311852,9.315792,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/03/2020,Sunday,2:45:00,Bagacay,123.28566,9.297248,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
16/03/2020,Monday,8:50:00,"Poblacion No. 5 (Barangay 5)",123.304581,9.311626,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
16/03/2020,Monday,22:44:00,Daro,123.295403,9.320392,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/03/2020,Monday,22:44:00,Daro,123.295403,9.320392,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
17/03/2020,Tuesday,13:50:00,Balugo,123.277306,9.303008,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/03/2020,Wednesday,2:15:00,Taclobo,123.302025,9.305914,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/03/2020,Wednesday,15:25:00,"Poblacion No. 3 (Barangay 3)",123.306381,9.305379,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
18/03/2020,Wednesday,20:15:00,Daro,123.303604,9.31341,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
18/03/2020,Wednesday,13:45:00,Cantil-e,123.26458,9.284899,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
